TECHNOLOGY	Shroud returns to Twitch	s[n[n] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
TECHNOLOGY	Inside the Microsoft Surface Duo	p[(p/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]
WORLD	Savannah State professor earns presidential award	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Smartphones May Help Detect Diabetes	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]]]
TECHNOLOGY	Samsung Galaxy Tab S7	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
HEALTH	US CDC reports 4974959 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Ontario reporting 99 new COVID-19 cases	n[n[n] (n\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]]
HEALTH	COVID-19 Bulletin # 146	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n]]
TECHNOLOGY	Sony WF-1000XM3 get announced in India	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]]
WORLD	Pretoria rebuffs Malema 's pleas	s[n[n] (s\\n)[((s\\n)/n)   n[(n/n)[n[n] ((n/n)\\n)] n]]]
HEALTH	Woman loses 20 kg eating double	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]]]
WORLD	Chin'ono makes fresh bail application	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	Wool filter company Lanaco supplies NASA	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/n)   n[n]]]
TECHNOLOGY	Dr Disrespect Makes His Comeback	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
SCIENCE	Nigel Weiss obituary	n[(n/n)   n[(n/n)   n]]
WORLD	The politics of black hair	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
WORLD	Scotland to withdraw downgraded exam results	n[n[n] (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]]]
TECHNOLOGY	Canon EOS-1D X Mark III Review	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]
HEALTH	1 New Case Of COVID-19	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	How restaurants are driving virus infections	s[(s/s)   s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]
SCIENCE	What Is Mars ?	s[s[(s/(s/n))   (s/n)[((s/n)/n)   n[n]]] punc]
WORLD	Lebanese debacle holds a mirror	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
WORLD	Now that Trump needs Africa	(s\\n)[((s\\n)/s)   s[(s/s)   s[n[n] (s\\n)[((s\\n)/n)   n[n]]]]]
TECHNOLOGY	Palace Teases Upcoming adidas Sunpal Collaboration	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]
WORLD	Africa Top 10 Business News	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]
WORLD	Nigerians are not angry !	s[s[n[n] (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)]] punc]
WORLD	Is telemedicine here to stay ?	s[s[(s/(s\\n))[((s/(s\\n))/n)   n[n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc]
WORLD	Region 5 Games shelved	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)]
HEALTH	Tick bite	n[(n/n)   n]
TECHNOLOGY	Infinix Hot 10 specs leak news	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/n)   n[n]]]
TECHNOLOGY	The 10 Best Workout Masks	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]
HEALTH	Stay On Top Of Your Medicines	(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[n] (n\\n)[((n\\n)/n)   n[(n/n)   n]]]]]
HEALTH	Optimism Victoria flattening virus curve	n[n[n[(n/n)   n]] (n\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
WORLD	Popular Catholic priest impregnates 30 nuns	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	11 new COVID cases in NSW	n[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (n\\n)[((n\\n)/n)   n[n]]]
WORLD	Zanu - PF youths chide Malema	s[n[n[(n/n)   n[punc   n[(n/n)   n]]]] (s\\n)[((s\\n)/n)   n[n]]]
HEALTH	Opioid use can trigger deafness	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]]
HEALTH	Vietnam loses another person to Covid-19	s[n[n] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[(n/n)   n]] p[(p/n)   n[n]]]]
TECHNOLOGY	Nintendo profit smashes estimates	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n]]]
WORLD	The Trump Pandemic	n[(n/n)   n[(n/n)   n]]
WORLD	Kenyans narrate horror in Lebanon explosion	s[n[n] (s\\n)[((s\\n)/n)   n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]]]
WORLD	Paediatricans call for schools to reopen	s[n[n] (s\\n)[((s\\n)/s)   s[(s/(s\\n))[((s/(s\\n))/n)   n[n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]]
TECHNOLOGY	Ninja Is Back Streaming on Twitch	s[n[n] (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]]
SCIENCE	AI & single - cell genomics	n[(n/n)   n[(n/n)   n[(n/n)   n[punc   n[(n/n)   n]]]]]
TECHNOLOGY	Apple blocks Project xCloud on iOS	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	Learning in the pandemic	(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[(n/n)   n]]]
TECHNOLOGY	Google phones become earthquake sensors	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	The Freedom To Access Health Care	n[(n/n)   n[n   (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]]
ENTERTAINMENT	Where to wear the face masks	s[(s/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Flu shot makers see record production	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Cases of coronavirus in Canada	n[n[n[n] (n\\n)[((n\\n)/n)   n[n]]] (n\\n)[((n\\n)/n)   n[n]]]
WORLD	Who was Neil Aggett ?	s[s[(s/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]] punc]
WORLD	Myanmar bars Rohingya candidate from election	s[n[n] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n[(n/n)   n]]] p[(p/n)   n[n]]]]
ENTERTAINMENT	Sophie Monk addresses engagement rumours	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
ENTERTAINMENT	DOWNLOAD : Fireboy DML - Tattoo	n[n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]] (n\\n)[punc   (n\\n)]]
SCIENCE	Researchers describe nanoparticle behavior in vivo	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
ENTERTAINMENT	Review : Project Power	n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
ENTERTAINMENT	Director Sujeeth Weds Pravallika ..	s[s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n]]] punc]
HEALTH	Questions posed by Vic quarantine inquiry	n[n[n] (n\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n[(n/n)   n]]]]]]]
WORLD	Illegal annexation day	n[(n/n)   n[(n/n)   n]]
HEALTH	Launching a rapid test for COVID-19	(s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]]
WORLD	Global coronavirus cases surpasses 18 million	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
WORLD	Secondary schools reopen in Nigeria	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
TECHNOLOGY	New Game of Thrones Game Revealed	n[n[n[(n/n)   n[(n/n)[(n/n)   ((n/n)\\(n/n))[(((n/n)\\(n/n))/n)   n[n]]] n]]] (n\\n)[(s\\n)]]
WORLD	Belarus reports 63,425 coronavirus recoveries	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	Diabetes , the Jewish Disease	n[n[n] (n\\n)[punc   n[(n/n)   n[(n/n)   n]]]]
HEALTH	Tracking COVID-19 in Nebraska	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]
TECHNOLOGY	Logitech MX Master 3 mouse review	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]
ENTERTAINMENT	The Importance Of Humiliating Ben Shapiro	n[n[(n/n)   n] (n\\n)[((n\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
HEALTH	Latest weekly Covid-19 rates for Hampshire	n[n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)] (n\\n)[((n\\n)/n)   n[n]]]
WORLD	Vaccine race	n[(n/n)   n]
HEALTH	Police to arrest plasma traders	n[n[n] (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]
HEALTH	Greece Records Massive Coronavirus Spike	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	I Will Never Work with Tinubu	s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[((s\\n)/p)   p[(p/n)   n[n]]]]]
ENTERTAINMENT	WWE SummerSlam Location Revealed	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[(s\\n)]]
ENTERTAINMENT	Legendary Actress Candy Moloi Has Died	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
HEALTH	Latest Covid-19 cases | Carlow Nationalist	n[n[n[n[(n/n)   n]] (n\\n)] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
WORLD	Thursday morning video forecast	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
WORLD	Hospital Team Pick Lira Truck Driver	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	About Muhammadu Indimi and his children	p[(p/n)   n[n[n[(n/n)   n]] (n\\n)[conj   n[(n/n)   n]]]]
WORLD	Hagia Sophia	n[(n/n)   n]
WORLD	Today in History	n[n[n] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	US COVID-19 count nears 5 million	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Vic optimism grows despite record deaths	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n]]]]]
WORLD	Nora Anne mystery revisited	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)]
SCIENCE	Galaxy discovered 12bn light years away	n[n[n] (n\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[n[n[(n/n)   n[(n/n)   n]]] (((s\\n)\\(s\\n))\\n)]]]]
WORLD	UN Experts Demand Beirut Explosion Probe	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
ENTERTAINMENT	Sean Penn marries actress Leila George	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Quebec reports 91 new COVID-19 cases	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]
WORLD	Zimbabwean Civic group slams SA opposition	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
ENTERTAINMENT	There 's nothing good on TV	s[n   (s\\n)[(s\\n)[((s\\n)/n)   n[n   (n\\n)[(s\\n)]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	Live Covid-19 Tracker	n[n[n[(n/n)   n]] (n\\n)]
HEALTH	Vietnam reports 14 more COVID-19 infections	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)[(n/n)   ((n/n)\\(n/n))] n[(n/n)   n]]]]]
WORLD	Ebola lessons secure Africa from COVID-19	s[n[n[(n/n)   n]] (s\\n)[(s\\n)[((s\\n)/n)   n[n]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
ENTERTAINMENT	Bhojpuri Actress Anupama Pathak commits suicide	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/n)   n[n]]]
TECHNOLOGY	The decline of the office romance	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
HEALTH	Huntington 's disease alters human neurodevelopment	s[n[(n/n)[n[n] ((n/n)\\n)] n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Delayed Covid data drive	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
HEALTH	Evaluating the effectiveness of travel bans	(s\\n)[((s\\n)/n)   n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]]
ENTERTAINMENT	Miley Cyrus and Cody Simpson split	s[n[n[n[(n/n)   n]] (n\\n)[conj   n[n[(n/n)   n]]]] (s\\n)]
WORLD	MultiChoice rewards customers for staying connected	s[n[n] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n]] p[(p/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]]
WORLD	Taiwan opens representative office in Somaliland	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
ENTERTAINMENT	Antonio Banderas tests positive for coronavirus	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/p)   p[(p/n)   n[n]]]]]
WORLD	Saffron colonialism	n[(n/n)   n]
TECHNOLOGY	Microsoft unveils Surface Duo folding smartphone	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]
ENTERTAINMENT	High Fidelity Reboot Canceled By Hulu	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]]
ENTERTAINMENT	DrDisRespect Announces His First Book	s[n[n] (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
WORLD	TX Current Conditions	n[(n/n)   n[(n/n)   n]]
TECHNOLOGY	The Animals Of Microsoft Flight Simulator	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
ENTERTAINMENT	Market Minute with Mary Weichert	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
WORLD	FG to repatriate 413 Nigerians	(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
HEALTH	What causes kidney stones ?	s[s[(s/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]] punc]
ENTERTAINMENT	Sean Penn marries Leila George	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	States Where Alzheimer 's Is Soaring	n[n[n] (n\\n)[((n\\n)/s)   s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]]
WORLD	Chandigarh ramps up Covid testing	s[n[n] (s\\n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] n[n[(n/n)   n]]]]
WORLD	Foreign loans and sovereign immunity	n[n[n[(n/n)   n]] (n\\n)[conj   n[n[(n/n)   n]]]]
HEALTH	No increase in COVID-19 figures	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
SCIENCE	Scientists Say : Solar	s[n[n] (s\\n)[(s\\n)[(s\\n)   punc] ((s\\n)\\(s\\n))[(s\\n)]]]
ENTERTAINMENT	DOWNLOAD : Jaden - Rainbow Bap	n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[punc   n[(n/n)   n]]]]]]
SCIENCE	Climate change researcher dies	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)]
WORLD	Two dead in Mogadishu restaurant blast	n[n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]] (n\\n)]
ENTERTAINMENT	Film festival moves online	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]
WORLD	AP Week in Pictures , Global	n[n[n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]] punc] (n\\n)]
WORLD	Tony Blair courts Mnangagwa	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n]]]
TECHNOLOGY	Susan Morrow - Author	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	U.S. CDC reports 4,974,959 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
SCIENCE	Triple success for Arianespace |	n[n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]] punc]
WORLD	CPEC Phase II	n[(n/n)   n[(n/n)   n]]
TECHNOLOGY	The best Garmin watches of 2020	n[n[(n/n)   n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	Three Benefits of Anger	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]
TECHNOLOGY	LinkedIn Sells SlideShare to Scribd	s[n[n] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n]] p[(p/n)   n[n]]]]
TECHNOLOGY	Animal Crossing boosts Nintendo sales	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
SCIENCE	Cementing the future	(s\\n)[((s\\n)/n)   n[(n/n)   n]]
ENTERTAINMENT	Japan makes ecobags greener and prettier	s[n[n] (s\\n)[((s\\n)/(s\\n))[(((s\\n)/(s\\n))/n)   n[n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[conj   (s\\n)]]]]
WORLD	Nigeria and Chinese Loans	n[n[n] (n\\n)[conj   n[n[(n/n)   n]]]]
WORLD	Donald Trump 's brother Robert dies	s[n[(n/n)[n[n[(n/n)   n]] ((n/n)\\n)] n[(n/n)   n]] (s\\n)]
ENTERTAINMENT	Pippa O'Connor celebrates birthday in Cork	s[n[n[(n/n)   n]] (s\\n)[(s\\n)[((s\\n)/n)   n[n]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	Operation to repatriate stranded Pakistanis completed	s[n[n[n   (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]] (s\\n)]
ENTERTAINMENT	The 30 best movies on Netflix	n[n[(n/n)   n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n]]]
WORLD	Africa surpasses one million virus cases	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)[((n/n)/(n/n))   (n/n)] n[(n/n)   n]]]]]
ENTERTAINMENT	Drake Claps Back At Mavado	s[n[n] (s\\n)[((s\\n)/p)[((s\\n)/p)   ((s\\n)\\(s\\n))] p[(p/n)   n[n]]]]
WORLD	Downtime with DJ Duece ⋆ TheVoiceBW	n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]
TECHNOLOGY	Spelunky 2 Is Launching Next Month	s[n[n[n   (n\\n)]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/((s\\n)\\(s\\n)))   ((s\\n)\\(s\\n))]]]]
WORLD	Five China questions for candidate Biden	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
SCIENCE	Sargsian 's milestone	n[(n/n)[n[n] ((n/n)\\n)] n]
TECHNOLOGY	The best Turkey VPN in 2020	n[n[(n/n)   n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	Two Gardai test positive for Covid-19	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/p)   p[(p/n)   n[n]]]]]
TECHNOLOGY	Instagram DMs Merges with Messenger Chats	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/p)   p[(p/n)   n[n[(n/n)   n]]]]]
WORLD	Latest News	n[(n/n)   n]
WORLD	Truck Crushes Two Brothers To Death	s[n[n] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n[(n/n)   n]]] p[(p/n)   n[n]]]]
ENTERTAINMENT	Ten 's Masked Singer sheds listeners	s[n[(n/n)[n[n] ((n/n)\\n)] n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n]]]
WORLD	From the editor	p[(p/n)   n[(n/n)   n]]
TECHNOLOGY	MartinLogan Motion 60XTi review	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
TECHNOLOGY	Sony WH-1000XM4 headphones priced at P19,999	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[(s\\n)[((s\\n)/p)   p[(p/n)   n[n]]]]]
TECHNOLOGY	Every Fall Guys Minigame , Ranked	n[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]] punc] (n\\n)[(s\\n)]]
TECHNOLOGY	Ralph Lauren launches wardrobe for Bitmoji	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[n] (n\\n)[((n\\n)/n)   n[n]]]]]
WORLD	Lightning sparks new wildfires across California	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	Today in History|Today In History	n[n[n[n] (n\\n)[((n\\n)/n)   n[n]]] (n\\n)[((n\\n)/n)   n[n]]]
SCIENCE	Living on Mars - Skywatching	n[n[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]] (n\\n)[((n\\n)/n)   n[n]]]
ENTERTAINMENT	Streaming Guide : Janhvi Kapoor movies	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Irony of vaccination	n[n[n] (n\\n)[((n\\n)/n)   n[n]]]
ENTERTAINMENT	Ted Lasso Fails Upward , Cheerfully	s[n[n[(n/n)   n]] (s\\n)[(s\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))] punc] ((s\\n)\\(s\\n))]]
SCIENCE	NASA Maps Beirut Blast Damage	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/(n\\n))   (n\\n)[((n\\n)/(n\\n))   (n\\n)]]]
ENTERTAINMENT	Veteran broadcaster Bob Mabena passes away	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]
WORLD	CPEC and Indian factor	n[n[n] (n\\n)[conj   n[n[(n/n)   n]]]]
HEALTH	Tracking our oral progress	(s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]
TECHNOLOGY	EA shareholders reject executive compensation plan	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	Partly Cloudy Friday Evening	n[(n/n)[((n/n)/(n/n))   (n/n)] n[(n/n)   n]]
WORLD	Information centres to help fight Covid-19	n[n[n[(n/n)   n]] (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]]]]
TECHNOLOGY	All Of Today 's PlayStation Announcements	n[n   (n\\n)[((n\\n)/n)   n[(n/n)[n[n] ((n/n)\\n)] n[(n/n)   n]]]]
WORLD	Ghana mourns with Lebanon	s[n[n] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	This is breastfeeding awareness month	s[n   (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
ENTERTAINMENT	Do n't Make Toy Genitals Interactive	(s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
ENTERTAINMENT	Kiesza : Crave | Review	n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[punc   n]]]]]
HEALTH	Donate COVID-19 plasma after recovery	(s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]
WORLD	TikTok influencers flock to Instagram	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
WORLD	Intellectual property law in Liberia	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[((n\\n)/n)   n[n]]]
SCIENCE	Hubble Space Telescope .	n[n[n[(n/n)   n[(n/n)   n]]] punc]
